status of taxon;kingdom;phylum;order;family;cf./aff.;species;authors;Mycology Phytopathology Lichenology;ecology;substrate;host family;literature reference;only reference;only year;Benin (Dahomey);Burkina-Faso;Gambia;Ghana (Gold Coast);Guinea;Guinea Bissau;Ivory Coast;Liberia;Mali;Niger;Nigeria;Senegal;Sierra Leone;Togo;Comments
accepted;Fungi;Ascomycota;Lecanorales;Pilocarpaceae;;Fellhanera rubida;(Müll. Arg.) Lücking;l;lichenized;foliicolous;;Santesson & Lücking 1999: 722;Santesson & Luecking 1999;1999;;;;;;;x;;;;;;;;
accepted;Fungi;Ascomycota;Lecanorales;Pilocarpaceae;;Fellhanera sorediantha;(Vězda) Vězda;l;lichenized;foliicolous;;Santesson & Lücking 1999: 722;Santesson & Luecking 1999;1999;;;;;;;x;;;;;;;;
accepted;Fungi;Ascomycota;Lecanorales;Pilocarpaceae;;Fellhanera sublecanorina;(Nyl.) Vězda;l;lichenized;foliicolous;;Santesson & Lücking 1999: 722;Santesson & Luecking 1999;1999;;;;;;;x;;;;;;;;
accepted;Fungi;Ascomycota;Lecanorales;Pilocarpaceae;;Lasioloma arachnoideum;(Kremp.) R. Sant.;l;lichenized;foliicolous;;Santesson & Lücking 1999: 722;Santesson & Luecking 1999;1999;;;;;;;x;;;;;;;;
accepted;Fungi;Ascomycota;Ostropales;Coenogoniaceae;;Coenogonium dilucidum;(Kremp.) Kalb & Lücking;l;lichenized;foliicolous;;Santesson & Lücking 1999: 722, cited as Dimerella dilucida;Santesson & Luecking 1999;1999;;;;;;;x;;;;;;;;
accepted;Fungi;Ascomycota;Ostropales;Coenogoniaceae;;Coenogonium subluteum;(Rehm) Kalb & Lücking;l;lichenized;foliicolous;;Santesson & Lücking 1999: 722, cited as Dimerella epiphylla;Santesson & Luecking 1999;1999;;;;;;;x;;;;;;;;
accepted;Fungi;Ascomycota;Ostropales;Coenogoniaceae;;Coenogonium fallaciosum;(Müll. Arg.) Kalb & Lücking;l;lichenized;foliicolous;;Santesson & Lücking 1999: 722, cited as Dimerella fallaciosa;Santesson & Luecking 1999;1999;;;;;;;x;;;;;;;;
accepted;Fungi;Ascomycota;Lecanorales;Pilocarpaceae;;Byssoloma sprucei;(C. Bab. ex Müll. Arg.) Lücking & M. Cáceres;l;lichenized;foliicolous;;Santesson & Lücking 1999: 722, cited as Fellhanera subternella;Santesson & Luecking 1999;1999;;;;;;;x;;;;;;;;
accepted;Fungi;Ascomycota;Ostropales;Gomphillaceae;;Phyllogyalidea phyllophila;(Vězda) Lücking & Aptroot;l;lichenized;foliicolous;;Santesson & Lücking 1999: 722, cited as Gyalidea phyllophila;Santesson & Luecking 1999;1999;;;;;;;x;;;;;;;;
accepted;Fungi;Ascomycota;Ostropales;Gomphillaceae;;Psorotheciopsis patellarioides;(Rehm) R. Sant.;l;lichenized;foliicolous;;Santesson & Lücking 1999: 723;Santesson & Luecking 1999;1999;;;;;;;x;;;;;;;;
accepted;Fungi;Ascomycota;Ostropales;Gomphillaceae;;Psorotheciopsis premneella;(Müll. Arg.) R. Sant.;l;lichenized;foliicolous;;Santesson & Lücking 1999: 723;Santesson & Luecking 1999;1999;;;;;;;x;;;;;;;;
accepted;Fungi;Ascomycota;Chaetothyriales;Lyrommataceae;;Lyromma nectandrae;Bat. & H. Maia;l;lichenized;foliicolous;;Santesson & Lücking 1999: 723;Santesson & Luecking 1999;1999;;;;;;;x;;;;;;;;
accepted;Fungi;Ascomycota;Lecanorales;Pilocarpaceae;;Loflammia epiphylla;(Fée) Lücking & Vězda;l;lichenized;foliicolous;;Santesson & Lücking 1999: 723;Santesson & Luecking 1999;1999;;;;;;;x;;;;;;;;
accepted;Fungi;Ascomycota;Lecanorales;Pilocarpaceae;;Sporopodium phyllocharis;(Mont.) A. Massal.;l;lichenized;foliicolous;;Santesson & Lücking 1999: 723;Santesson & Luecking 1999;1999;;;;;;;x;;;;;;;;
accepted;Fungi;Ascomycota;Lecanorales;Pilocarpaceae;;Sporopodium xantholeucum;(Müll. Arg.) Zahlbr.;l;lichenized;foliicolous;;Santesson & Lücking 1999: 723;Santesson & Luecking 1999;1999;;;;;;;x;;;;;;;;
accepted;Fungi;Ascomycota;Ostropales;Porinaceae;;Porina applanata;Vain.;l;lichenized;foliicolous;;Santesson & Lücking 1999: 723;Santesson & Luecking 1999;1999;;;;;;;x;;;;;;;;
accepted;Fungi;Ascomycota;Ostropales;Porinaceae;;Porina leptosperma;Müll. Arg. ;l;lichenized;foliicolous;;Santesson & Lücking 1999: 723;Santesson & Luecking 1999;1999;;;;;;;x;;;;;;;;
accepted;Fungi;Ascomycota;Ostropales;Porinaceae;;Porina nitidula;Müll. Arg.;l;lichenized;foliicolous;;Santesson & Lücking 1999: 723;Santesson & Luecking 1999;1999;;;;;;;x;;;;;;;;
accepted;Fungi;Ascomycota;Ostropales;Porinaceae;;Porina perminuta;Vain. ;l;lichenized;foliicolous;;Santesson & Lücking 1999: 723;Santesson & Luecking 1999;1999;;;;;;;x;;;;;;;;
accepted;Fungi;Ascomycota;Ostropales;Porinaceae;;Porina sphaerocephaloides;Farkas;l;lichenized;foliicolous;;Santesson & Lücking 1999: 723;Santesson & Luecking 1999;1999;;;;;;;x;;;;;;;;
accepted;Fungi;Ascomycota;Arthoniales;Roccellaceae;;Mazosia phyllosema;(Nyl.) Zahlbr.;l;lichenized;foliicolous;;Santesson & Lücking 1999: 723;Santesson & Luecking 1999;1999;;;;;;;x;;;;;;;;
accepted;Fungi;Ascomycota;Strigulales;Strigulaceae;;Strigula janeirensis;(Müll. Arg.) Lücking;l;lichenized;foliicolous;;Santesson & Lücking 1999: 723;Santesson & Luecking 1999;1999;;;;;;;x;;;;;;;;
accepted;Fungi;Ascomycota;Strigulales;Strigulaceae;;Strigula multipunctata;(G. Merr. ex R. Sant.) R.C. Harris;l;lichenized;foliicolous;;Santesson & Lücking 1999: 723;Santesson & Luecking 1999;1999;;;;;;;x;;;;;;;;
accepted;Fungi;Ascomycota;Strigulales;Strigulaceae;;Strigula nitidula;Mont.;l;lichenized;foliicolous;;Santesson & Lücking 1999: 723;Santesson & Luecking 1999;1999;;;;;;;x;;;;;;;;
accepted;Fungi;Ascomycota;Strigulales;Strigulaceae;;Strigula platypoda;(Müll. Arg.) R.C. Harris;l;lichenized;foliicolous;;Santesson & Lücking 1999: 723;Santesson & Luecking 1999;1999;;;;;;;x;;;;;;;;
accepted;Fungi;Ascomycota;Strigulales;Strigulaceae;;Strigula schizospora;R. Sant.;l;lichenized;foliicolous;;Santesson & Lücking 1999: 723;Santesson & Luecking 1999;1999;;;;;;;x;;;;;;;;
accepted;Fungi;Ascomycota;Strigulales;Strigulaceae;;Strigula melanobapha;(Kremp.) R. Sant.;l;lichenized;foliicolous;;Santesson & Lücking 1999: 723, 724;Santesson & Luecking 1999;1999;;;;;x;;x;;;;;;;;
accepted;Fungi;Ascomycota;Arthoniales;Opegraphaceae;;Opegrapha santessonii;Sérus.;l;lichenized;foliicolous;;Santesson & Lücking 1999: 724;Santesson & Luecking 1999;1999;;;;;x;;;;;;;;;;
accepted;Fungi;Ascomycota;Lecanorales;Pilocarpaceae;;Tapellaria moelleri;(Henriq.) R. Sant.;l;lichenized;foliicolous;;Santesson & Lücking 1999: 724;Santesson & Luecking 1999;1999;;;;;;;x;;;;;;;;
accepted;Fungi;Ascomycota;Lecanorales;Pilocarpaceae;;Tapellaria nigrata;(Müll. Arg.) R. Sant.;l;lichenized;foliicolous;;Santesson & Lücking 1999: 724;Santesson & Luecking 1999;1999;;;;;;;x;;;;;;;;
accepted;Fungi;Ascomycota;Lecanorales;Pilocarpaceae;;Tapellaria phyllophila;(Stirt.) R. Sant.;l;lichenized;foliicolous;;Santesson & Lücking 1999: 724;Santesson & Luecking 1999;1999;;;;;;;x;;;;;;;;
accepted;Fungi;Ascomycota;Ostropales;Porinaceae;;Porina mirabilis;Lücking & Vězda ;l;lichenized;foliicolous;;Santesson & Lücking 1999: 724;Santesson & Luecking 1999;1999;;;;;x;;;;;;;;;;
accepted;Fungi;Ascomycota;Strigulales;Strigulaceae;;Strigula subelegans;Vain.;l;lichenized;foliicolous;;Santesson & Lücking 1999: 724;Santesson & Luecking 1999;1999;;;;;x;;x;;;;;;;;
accepted;Fungi;Ascomycota;Ostropales;Gomphillaceae;;Aplanocalenia inconspicua;(Müll. Arg.) Lücking, Sérus. & Vězda;l;lichenized;foliicolous;;Santesson & Lücking 1999: 724, 726, cited as Calenia inconspicua;Santesson & Luecking 1999;1999;;;;;x;;x;;;;;;;;
accepted;Fungi;Ascomycota;Strigulales;Strigulaceae;;Strigula macrocarpa;Vain.;l;lichenized;foliicolous;;Santesson & Lücking 1999: 724, 731;Santesson & Luecking 1999;1999;;;;;x;;x;;;;;;;;
accepted;Fungi;Ascomycota;Ostropales;Gomphillaceae;;Aderkomyces albostrigosus;(R. Sant.) Lücking, Sérus. & Vězda;l;lichenized;foliicolous;;Santesson & Lücking 1999: 724, cited as Tricharia albostrigosa;Santesson & Luecking 1999;1999;;;;;;;x;;;;;;;;
accepted;Fungi;Ascomycota;Ostropales;Gomphillaceae;;Calenia depressa;Müll. Arg.;l;lichenized;foliicolous;;Santesson & Lücking 1999: 725;Santesson & Luecking 1999;1999;;;;;;;x;;;;;;;;
accepted;Fungi;Ascomycota;Lecanorales;Pilocarpaceae;type of a new species;Bapalmuia ivoriensis;R. Sant. & Lücking;l;lichenized;foliicolous;;Santesson & Lücking 1999: 725;Santesson & Luecking 1999;1999;;;;;;;x;;;;;;;;
accepted;Fungi;Ascomycota;Lecanorales;Ramalinaceae;;Badimia dimidiata;(Bab. ex Leight.) Vězda;l;lichenized;foliicolous;;Santesson & Lücking 1999: 725;Santesson & Luecking 1999;1999;;;;;;;x;;;;;;;;
accepted;Fungi;Ascomycota;Lecanorales;Ramalinaceae;;Badimia polillensis;(Vain.) Vězda;l;lichenized;foliicolous;;Santesson & Lücking 1999: 725;Santesson & Luecking 1999;1999;;;;;;;x;;;;;;;;
accepted;Fungi;Ascomycota;Ostropales;Graphidaceae;type of a new species;Chroodiscus africanus;R. Sant. & Lücking;l;lichenized;foliicolous;;Santesson & Lücking 1999: 727;Santesson & Luecking 1999;1999;;;;;;;x;;;;;;;;
accepted;Fungi;Ascomycota;Ostropales;Graphidaceae;type of a new species;Chroodiscus verrucosus;R. Sant., Lücking & Vězda;l;lichenized;foliicolous;;Santesson & Lücking 1999: 727;Santesson & Luecking 1999;1999;;;;;;;x;;;;;;;;
accepted;Fungi;Ascomycota;Lecanorales;Pilocarpaceae;;Calopadia perpallida;(Nyl.) Vězda;l;lichenized;foliicolous;;Santesson & Lücking 1999: 727;Santesson & Luecking 1999;1999;;;;;;;x;;;;;;;;
accepted;Fungi;Ascomycota;Lecanorales;Pilocarpaceae;;Fellhanera lambinonii;(Sérus.) Lücking & Sérus.;l;lichenized;foliicolous;;Santesson & Lücking 1999: 729;Santesson & Luecking 1999;1999;;;;;;;x;;;;;;;;
accepted;Fungi;Ascomycota;Lecanorales;Pilocarpaceae;aff.;Fellhanera rubida;(Müll. Arg.) Lücking;l;lichenized;foliicolous;;Santesson & Lücking 1999: 729;Santesson & Luecking 1999;1999;;;;;;;x;;;;;;;;
accepted;Fungi;Ascomycota;Lecanorales;Pilocarpaceae;type of a new species;Lasioloma inexspectatum;R. Sant. & Lücking;l;lichenized;foliicolous;;Santesson & Lücking 1999: 729;Santesson & Luecking 1999;1999;;;;;;;x;;;;;;;;
accepted;Fungi;Ascomycota;Ostropales;Coenogoniaceae;;Coenogonium pocsii;(Vězda & Farkas) Lücking, Aptroot & Sipman;l;lichenized;foliicolous;;Santesson & Lücking 1999: 729, cited as Dimerella pocsii;Santesson & Luecking 1999;1999;;;;;;;x;;;;;;;;
accepted;Fungi;Ascomycota;Lecanorales;Pilocarpaceae;;Sporopodium antoninianum;Elix, Lumbsch & Lücking;l;lichenized;foliicolous;;Santesson & Lücking 1999: 731;Santesson & Luecking 1999;1999;;;;;;;x;;;;;;;;
accepted;Fungi;Ascomycota;Lecanorales;Pilocarpaceae;;Sporopodium antoninianum;Elix, Lumbsch & Lücking;l;lichenized;foliicolous;;Santesson & Lücking 1999: 731;Santesson & Luecking 1999;1999;;;;;x;;;;;;;;;;
accepted;Fungi;Ascomycota;Verrucariales;Verrucariaceae;;Phylloblastia dolichospora;Vain. ;l;lichenized;foliicolous;;Santesson & Lücking 1999: 731;Santesson & Luecking 1999;1999;;;;;;;x;;;;;;;;
accepted;Fungi;Ascomycota;Arthoniales;Opegraphaceae;;Fouragea puiggarii;(Müll. Arg.) Zahlbr.;l;lichenized;foliicolous;;Santesson & Lücking 1999: 731, cited as Opegrapha puiggarii;Santesson & Luecking 1999;1999;;;;;;;x;;;;;;;;
accepted;Fungi;Ascomycota;Arthoniales;Opegraphaceae;;Fouragea viridistellata;(Sérus., Lücking & Sparrius) Ertz & Frisch;l;lichenized;foliicolous;;Santesson & Lücking 1999: 731, cited as Opegrapha viridistellata Sérus. ined.;Santesson & Luecking 1999;1999;;;;;;;x;;;;;;;;
accepted;Fungi;Ascomycota;Monoblastiales;Monoblastiaceae;type of a new species;Anisomeridium foliicola;R. Sant. & Tibell;l;lichenized;foliicolous;;Santesson & Tibell 1988: 531;Santesson & Tibell 1988;1988;;;;;;;x;;;;;;;;
accepted;Fungi;Ascomycota;Lecanorales;Pilocarpaceae;;Fellhanera semecarpi;(Vain.) Vězda;l;lichenized;foliicolous;;Santesson & Tibell 1988: 536;Santesson & Tibell 1988;1988;;;;;x;;;;;;;;;;
accepted;Fungi;Ascomycota;Ostropales;Porinaceae;;Porina albicera;(Kremp.) Overeem & D. Overeem;l;lichenized;foliicolous;;Santesson & Tibell 1988: 540;Santesson & Tibell 1988;1988;;;;;;;x;;;;;;;;
accepted;Fungi;Ascomycota;Ostropales;Porinaceae;;Porina conica;R. Sant.;l;lichenized;foliicolous;;Santesson & Tibell 1988: 540;Santesson & Tibell 1988;1988;;;;;;;x;;;;;;;;
accepted;Fungi;Ascomycota;Arthoniales;Opegraphaceae;;Fouragea filicina;(Mont.) Trevis.;l;lichenized;foliicolous;;Santesson 1952: 100, cited as Opegrapha filicina;Santesson 1952;1952;;;;;;;;x;;;;;;;
accepted;Fungi;Ascomycota;Arthoniales;Roccellaceae;;Mazosia rotula;(Mont.) A. Massal.;l;lichenized;foliicolous;;Santesson 1952: 113;Santesson 1952;1952;;;;;;;;x;;;x;;;;
accepted;Fungi;Ascomycota;Arthoniales;Roccellaceae;;Mazosia phyllosema;(Nyl.) Zahlbr.;l;lichenized;foliicolous;;Santesson 1952: 122;Santesson 1952;1952;;;;;;;;;;;x;;;;
accepted;Fungi;Ascomycota;Strigulales;Strigulaceae;;Strigula effusa;Fr.;l;lichenized;foliicolous;;Santesson 1952: 145;Santesson 1952;1952;;;;;;;;;;;x;;;;
accepted;Fungi;Ascomycota;Strigulales;Strigulaceae;;Strigula nemathora;Mont.;l;lichenized;foliicolous;;Santesson 1952: 149;Santesson 1952;1952;;;;x;;;;;;;x;;;;
accepted;Fungi;Ascomycota;Strigulales;Strigulaceae;;Strigula smaragdula;Fr.;l;lichenized;foliicolous;;Santesson 1952: 160, cited as Strigula elegans;Santesson 1952;1952;;;;x;;;;;;;x;;;x;
accepted;Fungi;Ascomycota;Strigulales;Strigulaceae;;Strigula elegans var. stellata;(Nyl. & Cromb. ex H.M. Ward) R. Sant.;l;lichenized;foliicolous;;Santesson 1952: 171;Santesson 1952;1952;;;;x;;;;;;;x;;;;
accepted;Fungi;Ascomycota;Strigulales;Strigulaceae;;Strigula antillarum;(Fée) Müll. Arg.;l;lichenized;foliicolous;;Santesson 1952: 172, cited as Strigula elegans var. antillarum;Santesson 1952;1952;;;;x;;;;;;;x;;;;
accepted;Fungi;Ascomycota;Strigulales;Strigulaceae;;Strigula macrocarpa;Vain.;l;lichenized;foliicolous;;Santesson 1952: 174;Santesson 1952;1952;;;;;;;;;;;x;;;;
accepted;Fungi;Ascomycota;Strigulales;Strigulaceae;;Strigula nitidula;Mont.;l;lichenized;foliicolous;;Santesson 1952: 179;Santesson 1952;1952;;;;;;;;;;;x;;;;
accepted;Fungi;Ascomycota;Strigulales;Strigulaceae;;Strigula maculata;(Cooke & Massee) R. Sant.;l;lichenized;foliicolous;;Santesson 1952: 186;Santesson 1952;1952;;;;x;;;;;;;;;;;
accepted;Fungi;Ascomycota;Strigulales;Strigulaceae;;Strigula melanobapha;(Kremp.) R. Sant.;l;lichenized;foliicolous;;Santesson 1952: 188;Santesson 1952;1952;;;;;;;;;;;;;x;;
accepted;Fungi;Ascomycota;Microthyriales;Microthyriaceae;;Raciborskiella prasina;(Müll. Arg.) R. Sant.;l;lichenized;foliicolous;;Santesson 1952: 197;Santesson 1952;1952;;;;x;;;;;;;;;;;
accepted;Fungi;Ascomycota;Ostropales;Porinaceae;;Porina nitidula;Müll. Arg.;l;lichenized;foliicolous;;Santesson 1952: 225;Santesson 1952;1952;;;;x;;;;;;;x;;;;
accepted;Fungi;Ascomycota;Ostropales;Porinaceae;;Porina trichothelioides;R. Sant.;l;lichenized;foliicolous;;Santesson 1952: 227;Santesson 1952;1952;;;;;;;;;;;x;;;;
accepted;Fungi;Ascomycota;Ostropales;Porinaceae;;Porina epiphylla;(Fée) Fée;l;lichenized;foliicolous;;Santesson 1952: 235;Santesson 1952;1952;;;;x;;;;;;;;;;;
accepted;Fungi;Ascomycota;Ostropales;Porinaceae;;Porina limbulata;(Kremp.) Vain.;l;lichenized;foliicolous;;Santesson 1952: 252;Santesson 1952;1952;;;;x;;;;;;;;;;;
accepted;Fungi;Ascomycota;Ostropales;Porinaceae;;Porina tetramera;(Malme) R. Sant.;l;lichenized;foliicolous;;Santesson 1952: 258;Santesson 1952;1952;;;;;;;;;;;x;;;;
accepted;Fungi;Ascomycota;Ostropales;Porinaceae;;Porina octomera;(Müll. Arg.) F. Schill.;l;lichenized;foliicolous;;Santesson 1952: 264;Santesson 1952;1952;;;;;;;;;;;x;;;;
accepted;Fungi;Ascomycota;Ostropales;Porinaceae;;Trichothelium alboatrum;Vain.;l;lichenized;foliicolous;;Santesson 1952: 271;Santesson 1952;1952;;;;x;;;;;;;x;;;;
accepted;Fungi;Ascomycota;Ostropales;Porinaceae;;Trichothelium akeassii;U. Becker & Lücking;l;lichenized;foliicolous;;Santesson 1952: 273, cited as Trichothelium epiphyllum;Santesson 1952;1952;;;;;;;;;;;x;;;;
accepted;Fungi;Ascomycota;Ostropales;Thelenellaceae;;Aspidothelium fugiens;(Müll. Arg.) R. Sant.;l;lichenized;foliicolous;;Santesson 1952: 282, cited as Aspidothelium fugiens;Santesson 1952;1952;;;;;;;;;;;x;;;;
accepted;Fungi;Ascomycota;Ostropales;Gomphillaceae;;Aulaxina quadrangula;(Stirt.) R. Sant.;l;lichenized;foliicolous;;Santesson 1952: 300;Santesson 1952;1952;;;;;;;;;;;x;;;;
accepted;Fungi;Ascomycota;Ostropales;Gomphillaceae;;Aulaxina opegraphina;Fée;l;lichenized;foliicolous;;Santesson 1952: 303;Santesson 1952;1952;;;;x;;;;;;;;;;;
accepted;Fungi;Ascomycota;Ostropales;Gomphillaceae;;Aulaxina epiphylla;(A. Zahlbr.) R. Sant.;l;lichenized;foliicolous;;Santesson 1952: 305;Santesson 1952;1952;;;;;;;;;;;x;;;;
accepted;Fungi;Ascomycota;Ostropales;Graphidaceae;;Chroodiscus coccineus;(Leight.) Müll. Arg.;l;lichenized;foliicolous;;Santesson 1952: 309;Santesson 1952;1952;;;;;;;;;;;x;;;;
accepted;Fungi;Ascomycota;Ostropales;Graphidaceae;;Chroodiscus mirificus;(Kremp.) R. Sant.;l;lichenized;foliicolous;;Santesson 1952: 311;Santesson 1952;1952;;;;x;;;;;;;;;;;
accepted;Fungi;Ascomycota;Ostropales;Gomphillaceae;type of a new species;Asterothyrium microsporum;R. Sant.;l;lichenized;foliicolous;;Santesson 1952: 320;Santesson 1952;1952;;;;x;;;;;;;;;;;
accepted;Fungi;Ascomycota;Ostropales;Gomphillaceae;;Asterothyrium microsporum;R. Sant.;l;lichenized;foliicolous;;Santesson 1952: 321;Santesson 1952;1952;;;;;;;;;;;x;;;;
accepted;Fungi;Ascomycota;Ostropales;Gomphillaceae;;Asterothyrium argenteum;Müll. Arg.;l;lichenized;foliicolous;;Santesson 1952: 323;Santesson 1952;1952;;;;;;;;;;;x;;;;
accepted;Fungi;Ascomycota;Ostropales;Gomphillaceae;;Asterothyrium pittieri;Müll. Arg.;l;lichenized;foliicolous;;Santesson 1952: 326;Santesson 1952;1952;;;;x;;;;;;;x;;;;
accepted;Fungi;Ascomycota;Ostropales;Gomphillaceae;;Asterothyrium monosporum;Müll. Arg.;l;lichenized;foliicolous;;Santesson 1952: 328;Santesson 1952;1952;;;;x;;;;;;;x;;;;
accepted;Fungi;Ascomycota;Ostropales;Gomphillaceae;;Asterothyrium octomerum;R. Sant.;l;lichenized;foliicolous;;Santesson 1952: 330;Santesson 1952;1952;;;;x;;;;;;;x;;;x;
accepted;Fungi;Ascomycota;Ostropales;Gomphillaceae;;Psorotheciopsis premneella;(Müll. Arg.) R. Sant.;l;lichenized;foliicolous;;Santesson 1952: 333;Santesson 1952;1952;;;;;;;;;;;;;;x;
accepted;Fungi;Ascomycota;Ostropales;Gomphillaceae;;Psorotheciopsis albomaculans;(Rehm) R. Sant.;l;lichenized;foliicolous;;Santesson 1952: 335;Santesson 1952;1952;;;;x;;;;;;;;;;;
accepted;Fungi;Ascomycota;Ostropales;Gomphillaceae;;Psorotheciopsis patellarioides;(Rehm) R. Sant.;l;lichenized;foliicolous;;Santesson 1952: 336;Santesson 1952;1952;;;;x;;;;;;;x;;;x;
accepted;Fungi;Ascomycota;Ostropales;Gomphillaceae;;Calenia depressa;Müll. Arg.;l;lichenized;foliicolous;;Santesson 1952: 347;Santesson 1952;1952;;;;x;;;;;;;x;;;;
accepted;Fungi;Ascomycota;Ostropales;Gomphillaceae;;Calenia graphidea;Vain.;l;lichenized;foliicolous;;Santesson 1952: 348;Santesson 1952;1952;;;;;;;;;;;x;;;;
accepted;Fungi;Ascomycota;Strigulales;Strigulaceae;;Strigula nemathora;Mont.;l;lichenized;foliicolous;;Santesson 1952: 35;Santesson 1952;1952;;;;;;;;;;;x;;;;
accepted;Fungi;Ascomycota;Ostropales;Gomphillaceae;;Gyalectidium filicinum;Müll. Arg.;l;lichenized;foliicolous;;Santesson 1952: 355;Santesson 1952;1952;;;;;;;;;;;x;;;;
accepted;Fungi;Ascomycota;Ostropales;Gomphillaceae;;Gyalectidium rotuliforme;Müll. Arg.;l;lichenized;foliicolous;;Santesson 1952: 358;Santesson 1952;1952;;;;x;;;;;;;x;;;x;
accepted;Fungi;Ascomycota;Ostropales;Gomphillaceae;;Bullatina aspidota;(Vain.) Vězda & Poelt;l;lichenized;foliicolous;;Santesson 1952: 360, cited as Gyalectidium aspidotum;Santesson 1952;1952;;;;x;;;;;;;;;;x;
accepted;Fungi;Ascomycota;Ostropales;Gomphillaceae;;Echinoplaca pellicula;(Müll. Arg.) R. Sant.;l;lichenized;foliicolous;;Santesson 1952: 367;Santesson 1952;1952;;;;;;;;;;;x;;;;
accepted;Fungi;Ascomycota;Ostropales;Gomphillaceae;;Echinoplaca diffluens;(Müll. Arg.) R. Sant.;l;lichenized;foliicolous;;Santesson 1952: 369;Santesson 1952;1952;;;;;;;;;;;x;;;;
accepted;Fungi;Ascomycota;Ostropales;Gomphillaceae;;Tricharia vainioi;R. Sant.;l;lichenized;foliicolous;;Santesson 1952: 382;Santesson 1952;1952;;;;x;;;;;;;x;;;x;
accepted;Fungi;Ascomycota;Ostropales;Coenogoniaceae;;Coenogonium subluteum;(Rehm) Kalb & Lücking;l;lichenized;foliicolous;;Santesson 1952: 395, cited as Dimerella epiphylla;Santesson 1952;1952;;;;x;;;;;;;x;;;;
accepted;Fungi;Ascomycota;Ostropales;Coenogoniaceae;;Coenogonium zonatum;(Müll. Arg.) Kalb & Lücking;l;lichenized;foliicolous;;Santesson 1952: 399, cited as Dimerella zonata;Santesson 1952;1952;;;;;;;;;;;x;;;;
accepted;Fungi;Ascomycota;Ostropales;Coenogoniaceae;;Coenogonium moniliforme;Tuck.;l;lichenized;foliicolous;;Santesson 1952: 409;Santesson 1952;1952;;;;;;;;;;;x;;;;
accepted;Fungi;Ascomycota;Lecanorales;Pilocarpaceae;;Fellhanera bouteillei;(Desm.) Vězda;l;lichenized;foliicolous;;Santesson 1952: 430, cited as Catillaria bouteillei;Santesson 1952;1952;;;;x;;;;;;;;;;;
accepted;Fungi;Ascomycota;Lecanorales;Ramalinaceae;;Bacidina apiahica;(Müll. Arg.) Vězda;l;lichenized;foliicolous;;Santesson 1952: 442, cited as Bacidia apiahica;Santesson 1952;1952;;;;;;;;;;;x;;;x;
accepted;Fungi;Ascomycota;Lecanorales;Pilocarpaceae;;Fellhanera rhaphidophylli;(Rehm) Vězda;l;lichenized;foliicolous;;Santesson 1952: 457, cited as Bacidia rhaphidophylli;Santesson 1952;1952;;;;;;;;;;;x;;;x;
accepted;Fungi;Ascomycota;Lecanorales;Ramalinaceae;;Bacidia stanhopiae;(Müll. Arg.) Zahlbr.;l;lichenized;foliicolous;;Santesson 1952: 474;Santesson 1952;1952;;;;;;;;;;;x;;;;
accepted;Fungi;Ascomycota;Lecanorales;Pilocarpaceae;;Byssoloma leucoblepharum;(Nyl.) Vain. em. R. Sant.;l;lichenized;foliicolous;;Santesson 1952: 483;Santesson 1952;1952;;;;;;;;;;;x;;;;
accepted;Fungi;Ascomycota;Lecanorales;Pilocarpaceae;;Byssoloma chlorinum;(Vain.) Zahlbr.;l;lichenized;foliicolous;;Santesson 1952: 489;Santesson 1952;1952;;;;x;;;;x;;;x;;;;
accepted;Fungi;Ascomycota;Lecanorales;Pilocarpaceae;;Tapellaria moelleri;(Henriq.) R. Sant.;l;lichenized;foliicolous;;Santesson 1952: 501;Santesson 1952;1952;;;;x;;;;;;;x;;;;
accepted;Fungi;Ascomycota;Lecanorales;Pilocarpaceae;;Sporopodium leprieurii;Mont.;l;lichenized;foliicolous;;Santesson 1952: 513;Santesson 1952;1952;;;;;;;;;;;x;;;;
accepted;Fungi;Ascomycota;Lecanorales;Pilocarpaceae;;Sporopodium phyllocharis;(Mont.) A. Massal.;l;lichenized;foliicolous;;Santesson 1952: 515;Santesson 1952;1952;;;;x;;;;;;;;;;;
accepted;Fungi;Ascomycota;Lecanorales;Pilocarpaceae;;Calopadia foliicola;(Fée) Vězda;l;lichenized;foliicolous;;Santesson 1952: 527, cited as Lopadium foliicola;Santesson 1952;1952;;;;x;;;;;;;x;;;;
accepted;Fungi;Ascomycota;Lecanorales;Pilocarpaceae;;Calopadia phyllogena;(Müll. Arg.) Vězda;l;lichenized;foliicolous;;Santesson 1952: 529, cited as Lopadium phyllogenum;Santesson 1952;1952;;;;;;;;;;;x;;;;
accepted;Fungi;Ascomycota;Lecanorales;Pilocarpaceae;;Calopadia fusca;(Müll. Arg.) Vězda;l;lichenized;foliicolous;;Santesson 1952: 532, cited as Lopadium fuscum;Santesson 1952;1952;;;;x;;;;;;;x;;;x;
accepted;Fungi;Ascomycota;Lecanorales;Pilocarpaceae;;Calopadia puiggarii;(Müll. Arg.) A. Zahlbr.;l;lichenized;foliicolous;;Santesson 1952: 535, cited as Lopadium puiggarii;Santesson 1952;1952;;;;x;;;;;;;x;;;;
accepted;Fungi;Ascomycota;Lecanorales;Pilocarpaceae;;Lasioloma arachnoideum;(Kremp.) R. Sant.;l;lichenized;foliicolous;;Santesson 1952: 547;Santesson 1952;1952;;;;;;;;;;;x;;;;
